,Date,Time,Transaction,Item,Weekday
5404,12/4/2016,10:51:32,2583,Tea,Sunday
5405,12/4/2016,10:51:32,2583,Muffin,Sunday
5406,12/4/2016,10:51:32,2583,Muffin,Sunday
5407,12/4/2016,10:52:25,2584,Coffee,Sunday
5408,12/4/2016,10:52:25,2584,Toast,Sunday
5409,12/4/2016,10:54:15,2585,Coffee,Sunday
5410,12/4/2016,10:54:15,2585,Coffee,Sunday
5411,12/4/2016,10:54:15,2585,Medialuna,Sunday
5412,12/4/2016,10:54:15,2585,Pastry,Sunday
5413,12/4/2016,11:07:33,2586,Bread,Sunday
5414,12/4/2016,11:07:33,2586,Ella's Kitchen Pouches,Sunday
5415,12/4/2016,11:24:07,2587,Coffee,Sunday
5416,12/4/2016,11:24:07,2587,Toast,Sunday
5417,12/4/2016,11:35:33,2588,Bread,Sunday
5418,12/4/2016,11:35:33,2588,Medialuna,Sunday
5419,12/4/2016,11:47:49,2589,Hot chocolate,Sunday
5420,12/4/2016,11:47:49,2589,Tea,Sunday
5421,12/4/2016,11:49:23,2590,Bread,Sunday
5422,12/4/2016,11:49:23,2590,Muffin,Sunday
5424,12/4/2016,11:53:20,2591,Coffee,Sunday
5425,12/4/2016,11:53:20,2591,Bread,Sunday
5426,12/4/2016,11:53:20,2591,Coffee,Sunday
5427,12/4/2016,11:56:26,2592,Farm House,Sunday
5428,12/4/2016,11:57:49,2593,Coffee,Sunday
5429,12/4/2016,11:57:49,2593,Coffee,Sunday
5432,12/4/2016,12:04:19,2594,Bread,Sunday
5433,12/4/2016,12:04:19,2594,Alfajores,Sunday
5434,12/4/2016,12:04:19,2594,Cookies,Sunday
5435,12/4/2016,12:06:34,2595,Coffee,Sunday
5436,12/4/2016,12:06:34,2595,Medialuna,Sunday
5437,12/4/2016,12:06:34,2595,Pastry,Sunday
5438,12/4/2016,12:06:34,2595,Alfajores,Sunday
5439,12/4/2016,12:13:06,2596,Bread,Sunday
5440,12/4/2016,12:13:06,2596,Coffee,Sunday
5441,12/4/2016,12:31:06,2597,Bread,Sunday
5442,12/4/2016,12:33:58,2598,Coffee,Sunday
5443,12/4/2016,12:33:58,2598,Truffles,Sunday
5446,12/4/2016,12:35:48,2599,Coffee,Sunday
5447,12/4/2016,12:35:48,2599,Fudge,Sunday
5448,12/4/2016,12:35:48,2599,Fudge,Sunday
5449,12/4/2016,12:35:48,2599,Bread,Sunday
5450,12/4/2016,12:40:19,2600,Bread,Sunday
5451,12/4/2016,12:46:15,2601,Coffee,Sunday
5452,12/4/2016,12:46:15,2601,Bread,Sunday
5453,12/4/2016,12:47:59,2602,Bread,Sunday
5454,12/4/2016,13:11:13,2603,Coffee,Sunday
5455,12/4/2016,13:11:13,2603,Medialuna,Sunday
5456,12/4/2016,13:11:13,2603,Crepes,Sunday
5457,12/4/2016,13:11:13,2603,Alfajores,Sunday
5458,12/4/2016,13:14:33,2604,Coffee,Sunday
5459,12/4/2016,13:14:33,2604,Coffee,Sunday
5461,12/4/2016,13:14:33,2604,Cake,Sunday
5462,12/4/2016,13:15:56,2605,Bread,Sunday
5463,12/4/2016,13:15:56,2605,Coffee,Sunday
5464,12/4/2016,13:15:56,2605,Cake,Sunday
5465,12/4/2016,13:15:56,2605,Cookies,Sunday
5466,12/4/2016,13:18:31,2606,Coffee,Sunday
5467,12/4/2016,13:21:06,2607,Bread,Sunday
5468,12/4/2016,13:50:59,2608,Farm House,Sunday
5469,12/4/2016,13:58:32,2609,Bread,Sunday
5470,12/4/2016,14:03:46,2610,Coffee,Sunday
5471,12/4/2016,14:03:46,2610,Medialuna,Sunday
5472,12/4/2016,14:07:44,2611,Hot chocolate,Sunday
5473,12/4/2016,14:07:44,2611,Tea,Sunday
5474,12/4/2016,14:07:44,2611,Coffee,Sunday
5475,12/4/2016,14:07:44,2611,Coffee,Sunday
5476,12/4/2016,14:07:44,2611,Cake,Sunday
5477,12/4/2016,14:12:54,2612,Tea,Sunday
5478,12/4/2016,14:12:54,2612,Hot chocolate,Sunday
5479,12/4/2016,14:12:54,2612,Truffles,Sunday
5480,12/4/2016,14:16:55,2613,Hot chocolate,Sunday
5481,12/4/2016,14:16:55,2613,Hot chocolate,Sunday
5482,12/4/2016,14:16:55,2613,Hot chocolate,Sunday
5483,12/4/2016,14:27:31,2614,Coffee,Sunday
5484,12/4/2016,14:27:31,2614,Coffee,Sunday
5485,12/4/2016,14:27:31,2614,Coffee,Sunday
5487,12/4/2016,14:27:31,2614,Sandwich,Sunday
5488,12/4/2016,14:27:31,2614,Crepes,Sunday
5489,12/4/2016,14:32:26,2615,Bread,Sunday
5490,12/4/2016,14:32:26,2615,Crepes,Sunday
5491,12/4/2016,14:40:52,2616,Bread,Sunday
5492,12/4/2016,14:40:52,2616,Muffin,Sunday
5493,12/4/2016,14:40:52,2616,Cake,Sunday
5494,12/4/2016,14:40:52,2616,Coffee,Sunday
5495,12/4/2016,14:40:52,2616,Medialuna,Sunday
5496,12/4/2016,14:41:27,2617,Coffee,Sunday
5497,12/4/2016,14:46:44,2618,Bread,Sunday
5498,12/4/2016,14:46:44,2618,Coffee,Sunday
5499,12/4/2016,14:46:44,2618,Cookies,Sunday
5500,12/4/2016,14:50:25,2619,Medialuna,Sunday
5501,12/4/2016,14:50:25,2619,Crepes,Sunday
5502,12/4/2016,14:52:49,2620,Muffin,Sunday
5503,12/4/2016,14:54:51,2621,Medialuna,Sunday
5504,12/4/2016,14:54:51,2621,Tea,Sunday
5505,12/4/2016,15:02:11,2622,Pastry,Sunday
5506,12/4/2016,15:41:11,2623,Tea,Sunday
5507,12/4/2016,15:46:13,2624,Coffee,Sunday
5508,12/4/2016,15:46:13,2624,Scone,Sunday
5509,12/4/2016,15:46:13,2624,Coffee,Sunday
5510,12/4/2016,16:12:14,2625,Bread,Sunday
5511,12/4/2016,16:12:14,2625,Coffee,Sunday
5512,12/4/2016,16:12:14,2625,Coffee,Sunday
5513,12/4/2016,16:12:14,2625,Coffee,Sunday
5514,12/4/2016,16:15:01,2626,Truffles,Sunday
5515,12/4/2016,16:15:01,2626,Tea,Sunday
5516,12/4/2016,16:19:11,2627,Cookies,Sunday
5517,12/4/2016,16:19:11,2627,Cookies,Sunday
5518,12/5/2016,8:25:55,2628,Coffee,Monday
5519,12/5/2016,8:35:23,2629,Bread,Monday
5520,12/5/2016,8:36:11,2630,Coffee,Monday
5521,12/5/2016,8:36:11,2630,Bread,Monday
5522,12/5/2016,8:36:11,2630,Toast,Monday
5523,12/5/2016,8:36:11,2630,Pastry,Monday
5524,12/5/2016,9:04:44,2631,Coffee,Monday
5526,12/5/2016,9:09:17,2632,Muffin,Monday
5527,12/5/2016,9:19:19,2633,Bread,Monday
5528,12/5/2016,9:20:45,2634,Farm House,Monday
5529,12/5/2016,9:22:08,2635,Coffee,Monday
5531,12/5/2016,9:24:21,2636,Bread,Monday
5532,12/5/2016,9:25:24,2637,Bread,Monday
5533,12/5/2016,9:28:53,2638,Tea,Monday
5534,12/5/2016,9:28:53,2638,Coffee,Monday
5535,12/5/2016,9:28:53,2638,Pastry,Monday
5536,12/5/2016,9:28:53,2638,Alfajores,Monday
5537,12/5/2016,9:33:12,2639,Coffee,Monday
5538,12/5/2016,9:33:12,2639,Coffee,Monday
5539,12/5/2016,9:33:12,2639,Toast,Monday
5540,12/5/2016,9:33:12,2639,Medialuna,Monday
5541,12/5/2016,9:33:58,2640,Coffee,Monday
5542,12/5/2016,9:42:43,2641,Juice,Monday
5543,12/5/2016,9:42:43,2641,Tea,Monday
5544,12/5/2016,9:42:43,2641,Bread,Monday
5545,12/5/2016,9:42:43,2641,Medialuna,Monday
5546,12/5/2016,9:45:14,2642,Medialuna,Monday
5547,12/5/2016,9:45:14,2642,Coffee,Monday
5548,12/5/2016,9:45:14,2642,Toast,Monday
5549,12/5/2016,9:46:18,2643,Pastry,Monday
5550,12/5/2016,9:46:18,2643,Tea,Monday
5551,12/5/2016,9:51:34,2644,Farm House,Monday
5552,12/5/2016,10:07:40,2645,Coffee,Monday
5553,12/5/2016,10:07:40,2645,Coffee,Monday
5554,12/5/2016,10:14:02,2646,Coffee,Monday
5555,12/5/2016,10:40:23,2647,Coffee,Monday
5556,12/5/2016,10:40:23,2647,Coffee,Monday
5557,12/5/2016,10:40:23,2647,Muffin,Monday
5558,12/5/2016,10:41:51,2648,Coffee,Monday
5559,12/5/2016,10:42:31,2649,Coffee,Monday
5560,12/5/2016,10:42:31,2649,Muffin,Monday
5561,12/5/2016,10:52:01,2650,Coffee,Monday
5562,12/5/2016,10:52:01,2650,Sandwich,Monday
5563,12/5/2016,10:56:44,2651,Dulce de Leche,Monday
5564,12/5/2016,10:56:44,2651,Bread,Monday
5565,12/5/2016,10:56:44,2651,Coffee,Monday
5566,12/5/2016,10:56:44,2651,Pastry,Monday
5567,12/5/2016,10:56:44,2651,Bread,Monday
5568,12/5/2016,10:58:46,2652,Jam,Monday
5569,12/5/2016,11:04:23,2653,Coffee,Monday
5570,12/5/2016,11:04:23,2653,Coffee,Monday
5571,12/5/2016,11:04:23,2653,Medialuna,Monday
5572,12/5/2016,11:09:34,2654,Cookies,Monday
5573,12/5/2016,11:09:34,2654,Coffee,Monday
5574,12/5/2016,11:09:34,2654,Pastry,Monday
5575,12/5/2016,12:14:03,2655,Farm House,Monday
5576,12/5/2016,12:26:57,2656,Coffee,Monday
5577,12/5/2016,12:33:52,2657,Coffee,Monday
5580,12/5/2016,12:51:42,2659,Bread,Monday
5581,12/5/2016,12:51:42,2659,Pastry,Monday
5582,12/5/2016,12:56:06,2660,Juice,Monday
5583,12/5/2016,12:56:06,2660,Sandwich,Monday
5584,12/5/2016,12:58:48,2661,Coffee,Monday
5585,12/5/2016,12:58:48,2661,Coffee,Monday
5586,12/5/2016,12:58:48,2661,Alfajores,Monday
5587,12/5/2016,13:11:30,2662,Coffee,Monday
5588,12/5/2016,13:11:30,2662,Sandwich,Monday
5589,12/5/2016,13:30:27,2663,Bread,Monday
5590,12/5/2016,13:31:30,2664,Bread,Monday
5591,12/5/2016,13:40:52,2665,Bread,Monday
5592,12/5/2016,13:40:52,2665,Tea,Monday
5593,12/5/2016,13:40:52,2665,Medialuna,Monday
5594,12/5/2016,13:46:47,2666,Coffee,Monday
5595,12/5/2016,13:46:47,2666,Muffin,Monday
5596,12/5/2016,13:50:44,2667,Cake,Monday
5597,12/5/2016,13:50:44,2667,Tea,Monday
5598,12/5/2016,13:52:34,2668,Cookies,Monday
5599,12/5/2016,13:52:34,2668,Coffee,Monday
5600,12/5/2016,14:04:32,2669,Hearty & Seasonal,Monday
5601,12/5/2016,14:04:32,2669,Coke,Monday
5602,12/5/2016,14:12:21,2670,Coffee,Monday
5603,12/5/2016,14:12:21,2670,Coffee,Monday
5604,12/5/2016,14:12:21,2670,Muffin,Monday
5605,12/5/2016,14:12:21,2670,Sandwich,Monday
5606,12/5/2016,14:15:37,2671,Alfajores,Monday
5607,12/5/2016,14:30:28,2672,Alfajores,Monday
5608,12/5/2016,14:39:46,2673,Sandwich,Monday
5609,12/5/2016,14:39:46,2673,Coffee,Monday
5610,12/5/2016,14:43:20,2674,Hot chocolate,Monday
5611,12/5/2016,14:43:20,2674,Coffee,Monday
5612,12/5/2016,14:43:20,2674,Muffin,Monday
5613,12/5/2016,14:43:20,2674,Sandwich,Monday
5614,12/5/2016,14:48:51,2675,Muffin,Monday
5615,12/5/2016,15:00:58,2676,Coffee,Monday
5616,12/5/2016,15:00:58,2676,Tea,Monday
5617,12/5/2016,15:00:58,2676,Bread,Monday
5618,12/5/2016,15:01:39,2677,Coffee,Monday
5619,12/5/2016,15:13:04,2678,Bread,Monday
5620,12/5/2016,15:13:04,2678,Medialuna,Monday
5621,12/5/2016,15:13:04,2678,Cookies,Monday
5622,12/5/2016,15:13:04,2678,Tea,Monday
5623,12/5/2016,15:27:04,2679,Coffee,Monday
5624,12/5/2016,15:45:32,2680,Coffee,Monday
5625,12/5/2016,15:45:32,2680,Bread,Monday
5626,12/5/2016,15:45:32,2680,Coffee,Monday
5627,12/5/2016,16:23:40,2681,Alfajores,Monday
5628,12/5/2016,16:23:40,2681,Alfajores,Monday
5629,12/5/2016,16:23:40,2681,Coffee,Monday
5630,12/5/2016,16:23:40,2681,Sandwich,Monday
5631,12/5/2016,16:23:40,2681,Sandwich,Monday
5632,12/5/2016,16:23:40,2681,Bread,Monday
5633,12/5/2016,16:53:44,2682,Coffee,Monday
5634,12/5/2016,16:53:44,2682,Coffee,Monday
5635,12/5/2016,16:53:44,2682,Bread,Monday
5636,12/5/2016,16:53:44,2682,Cookies,Monday
5637,12/5/2016,16:53:44,2682,Medialuna,Monday
5638,12/5/2016,16:53:44,2682,Coffee,Monday
5639,12/6/2016,8:11:46,2683,Coffee,Tuesday
5640,12/6/2016,8:11:46,2683,Cookies,Tuesday
5641,12/6/2016,8:26:54,2684,Farm House,Tuesday
5642,12/6/2016,8:58:58,2685,Coffee,Tuesday
5643,12/6/2016,9:20:17,2686,Coke,Tuesday
5644,12/6/2016,9:26:06,2687,Coffee,Tuesday
5645,12/6/2016,9:26:06,2687,Bread,Tuesday
5646,12/6/2016,9:27:18,2688,Pastry,Tuesday
5647,12/6/2016,9:27:18,2688,Bread,Tuesday
5648,12/6/2016,9:48:09,2689,Coffee,Tuesday
5649,12/6/2016,9:50:30,2690,Hot chocolate,Tuesday
5650,12/6/2016,9:50:30,2690,Alfajores,Tuesday
5651,12/6/2016,9:50:30,2690,Bread,Tuesday
5652,12/6/2016,9:50:30,2690,Muffin,Tuesday
5653,12/6/2016,9:51:10,2691,Coffee,Tuesday
5654,12/6/2016,9:51:38,2692,Bread,Tuesday
5655,12/6/2016,9:52:37,2693,Coffee,Tuesday
5656,12/6/2016,9:52:37,2693,Coffee,Tuesday
5657,12/6/2016,9:53:52,2694,Coffee,Tuesday
5658,12/6/2016,9:53:52,2694,Coffee,Tuesday
5659,12/6/2016,9:53:52,2694,Medialuna,Tuesday
5660,12/6/2016,9:54:45,2695,Coffee,Tuesday
5662,12/6/2016,10:15:01,2696,Pastry,Tuesday
5663,12/6/2016,10:15:01,2696,Medialuna,Tuesday
5664,12/6/2016,10:15:01,2696,Bread,Tuesday
5665,12/6/2016,10:18:59,2697,Muffin,Tuesday
5666,12/6/2016,10:18:59,2697,Coffee,Tuesday
5667,12/6/2016,10:18:59,2697,Coffee,Tuesday
5668,12/6/2016,10:25:37,2698,Bread,Tuesday
5669,12/6/2016,10:28:26,2699,Bread,Tuesday
5670,12/6/2016,10:30:22,2700,Bread,Tuesday
5671,12/6/2016,10:30:22,2700,Coffee,Tuesday
5672,12/6/2016,10:45:44,2701,Bread,Tuesday
5673,12/6/2016,10:45:44,2701,Tea,Tuesday
5674,12/6/2016,10:49:29,2702,Bread,Tuesday
5675,12/6/2016,10:49:29,2702,Cookies,Tuesday
5676,12/6/2016,10:49:29,2702,Muffin,Tuesday
5677,12/6/2016,10:52:24,2703,Tea,Tuesday
5678,12/6/2016,10:52:24,2703,Coffee,Tuesday
5679,12/6/2016,10:54:51,2704,Medialuna,Tuesday
5680,12/6/2016,10:54:51,2704,Pastry,Tuesday
5681,12/6/2016,10:54:51,2704,Bread,Tuesday
5682,12/6/2016,10:55:48,2705,Coffee,Tuesday
5683,12/6/2016,10:55:48,2705,Alfajores,Tuesday
5684,12/6/2016,10:57:54,2706,Toast,Tuesday
5685,12/6/2016,10:59:09,2707,Coffee,Tuesday
5686,12/6/2016,11:03:20,2708,Tea,Tuesday
5687,12/6/2016,11:07:06,2709,Hot chocolate,Tuesday
5688,12/6/2016,11:07:06,2709,Medialuna,Tuesday
5689,12/6/2016,11:07:30,2710,Coffee,Tuesday
5690,12/6/2016,11:07:30,2710,Pastry,Tuesday
5691,12/6/2016,11:08:19,2711,Coffee,Tuesday
5692,12/6/2016,11:21:40,2712,Cake,Tuesday
5693,12/6/2016,11:21:40,2712,Bread,Tuesday
5694,12/6/2016,11:23:27,2713,Cake,Tuesday
5695,12/6/2016,11:23:27,2713,Coffee,Tuesday
5696,12/6/2016,11:45:33,2714,Coffee,Tuesday
5697,12/6/2016,11:45:33,2714,Hot chocolate,Tuesday
5698,12/6/2016,11:45:33,2714,Pastry,Tuesday
5700,12/6/2016,12:02:51,2715,Tea,Tuesday
5701,12/6/2016,12:07:33,2716,Bread,Tuesday
5703,12/6/2016,12:11:28,2717,Tea,Tuesday
5704,12/6/2016,12:24:06,2718,Bread,Tuesday
5705,12/6/2016,12:24:06,2718,Farm House,Tuesday
5706,12/6/2016,12:24:44,2719,Coffee,Tuesday
5707,12/6/2016,12:35:33,2720,Bread,Tuesday
5708,12/6/2016,12:39:43,2721,Bread,Tuesday
5710,12/6/2016,12:44:06,2722,Bread,Tuesday
5711,12/6/2016,12:44:06,2722,Cookies,Tuesday
5712,12/6/2016,12:47:13,2723,Coffee,Tuesday
5713,12/6/2016,12:47:13,2723,Bread,Tuesday
5714,12/6/2016,12:50:14,2724,Cookies,Tuesday
5715,12/6/2016,12:50:14,2724,Coffee,Tuesday
5716,12/6/2016,13:02:34,2725,Farm House,Tuesday
5717,12/6/2016,13:12:31,2726,Bread,Tuesday
5718,12/6/2016,13:14:28,2727,Coffee,Tuesday
5719,12/6/2016,13:16:31,2728,Coffee,Tuesday
5720,12/6/2016,13:16:31,2728,Tea,Tuesday
5721,12/6/2016,13:16:31,2728,Sandwich,Tuesday
5722,12/6/2016,13:16:31,2728,Muffin,Tuesday
5723,12/6/2016,13:22:06,2729,Coffee,Tuesday
5724,12/6/2016,13:22:06,2729,Bread,Tuesday
5725,12/6/2016,13:22:06,2729,Cake,Tuesday
5727,12/6/2016,13:36:54,2730,Bread,Tuesday
5729,12/6/2016,14:01:12,2731,Tea,Tuesday
5730,12/6/2016,14:02:32,2732,Tea,Tuesday
5731,12/6/2016,14:02:32,2732,Coffee,Tuesday
5732,12/6/2016,14:10:33,2733,Coffee,Tuesday
5733,12/6/2016,14:29:07,2734,Sandwich,Tuesday
5734,12/6/2016,14:29:07,2734,Tea,Tuesday
5735,12/6/2016,14:29:07,2734,Alfajores,Tuesday
5736,12/6/2016,15:09:18,2735,Coffee,Tuesday
5738,12/6/2016,15:09:18,2735,Mineral water,Tuesday
5739,12/6/2016,15:09:18,2735,Alfajores,Tuesday
5740,12/6/2016,15:09:18,2735,Cake,Tuesday
5741,12/6/2016,15:09:18,2735,Sandwich,Tuesday
5742,12/6/2016,15:29:23,2736,Coffee,Tuesday
5743,12/6/2016,15:29:23,2736,Bread,Tuesday
5744,12/6/2016,15:30:04,2737,Coffee,Tuesday
5746,12/6/2016,15:44:35,2738,Tea,Tuesday
5747,12/6/2016,15:44:35,2738,Cake,Tuesday
5748,12/6/2016,15:49:41,2739,Bread,Tuesday
5749,12/6/2016,15:53:35,2740,Cookies,Tuesday
5750,12/6/2016,16:01:07,2741,Coffee,Tuesday
5751,12/6/2016,16:01:07,2741,Juice,Tuesday
5752,12/6/2016,16:22:54,2742,Coffee,Tuesday
5753,12/6/2016,16:22:54,2742,Muffin,Tuesday
5754,12/6/2016,16:22:54,2742,Mineral water,Tuesday
5755,12/6/2016,16:22:54,2742,Juice,Tuesday
5756,12/6/2016,16:24:31,2743,Bread,Tuesday
5757,12/7/2016,8:38:22,2744,Bread,Wednesday
5758,12/7/2016,9:02:48,2745,Bread,Wednesday
5759,12/7/2016,9:15:18,2746,Bread,Wednesday
5760,12/7/2016,9:15:18,2746,Hot chocolate,Wednesday
5761,12/7/2016,9:15:18,2746,Juice,Wednesday
5762,12/7/2016,9:15:18,2746,Toast,Wednesday
5764,12/7/2016,9:21:35,2747,Coffee,Wednesday
5765,12/7/2016,9:21:35,2747,Cake,Wednesday
5766,12/7/2016,9:21:35,2747,Bread,Wednesday
5767,12/7/2016,9:25:00,2748,Coffee,Wednesday
5768,12/7/2016,9:25:00,2748,Toast,Wednesday
5769,12/7/2016,9:26:40,2749,Coffee,Wednesday
5770,12/7/2016,9:26:40,2749,Toast,Wednesday
5771,12/7/2016,9:27:45,2750,Tea,Wednesday
5772,12/7/2016,9:29:20,2751,Tea,Wednesday
5773,12/7/2016,9:29:20,2751,Toast,Wednesday
5774,12/7/2016,9:29:20,2751,Cookies,Wednesday
5775,12/7/2016,10:11:14,2752,Farm House,Wednesday
5776,12/7/2016,10:28:53,2753,Bread,Wednesday
5777,12/7/2016,10:28:53,2753,Cake,Wednesday
5779,12/7/2016,10:58:32,2754,Bread,Wednesday
5780,12/7/2016,11:00:46,2755,Coffee,Wednesday
5781,12/7/2016,11:00:46,2755,Coffee,Wednesday
5782,12/7/2016,11:01:17,2756,Tea,Wednesday
5783,12/7/2016,11:01:17,2756,Alfajores,Wednesday
5784,12/7/2016,11:02:36,2757,Bread,Wednesday
5786,12/7/2016,11:03:59,2758,Coffee,Wednesday
5787,12/7/2016,11:13:22,2759,Juice,Wednesday
5788,12/7/2016,11:13:22,2759,Coffee,Wednesday
5789,12/7/2016,11:13:22,2759,Tea,Wednesday
5790,12/7/2016,11:28:16,2760,Coffee,Wednesday
5791,12/7/2016,11:28:16,2760,Medialuna,Wednesday
5792,12/7/2016,11:41:59,2761,Bread,Wednesday
5793,12/7/2016,11:42:43,2762,Medialuna,Wednesday
5794,12/7/2016,11:42:43,2762,Coffee,Wednesday
5795,12/7/2016,12:03:14,2763,Cake,Wednesday
5796,12/7/2016,12:03:14,2763,Tea,Wednesday
5797,12/7/2016,12:07:00,2764,Bread,Wednesday
5798,12/7/2016,12:07:00,2764,Coffee,Wednesday
5799,12/7/2016,12:08:10,2765,Farm House,Wednesday
5800,12/7/2016,12:13:07,2766,Bread,Wednesday
5801,12/7/2016,12:21:41,2767,Farm House,Wednesday
5802,12/7/2016,12:21:41,2767,Crepes,Wednesday
5803,12/7/2016,12:29:46,2768,Bread,Wednesday
5804,12/7/2016,12:35:28,2769,Hot chocolate,Wednesday
5805,12/7/2016,12:47:30,2770,Coffee,Wednesday
5806,12/7/2016,12:47:30,2770,Coffee,Wednesday
5807,12/7/2016,12:47:30,2770,Hot chocolate,Wednesday
5808,12/7/2016,12:47:30,2770,Sandwich,Wednesday
5809,12/7/2016,12:56:11,2771,Sandwich,Wednesday
5811,12/7/2016,12:57:13,2772,Coffee,Wednesday
5812,12/7/2016,12:57:13,2772,Truffles,Wednesday
5813,12/7/2016,12:59:27,2773,Jam,Wednesday
5814,12/7/2016,13:08:22,2774,Bread,Wednesday
5815,12/7/2016,13:23:02,2775,Bread,Wednesday
5816,12/7/2016,13:35:04,2776,Sandwich,Wednesday
5818,12/7/2016,13:35:04,2776,Coffee,Wednesday
5819,12/7/2016,13:35:04,2776,Mineral water,Wednesday
5820,12/7/2016,13:48:57,2777,Bread,Wednesday
5821,12/7/2016,14:01:10,2778,Coke,Wednesday
5822,12/7/2016,14:01:10,2778,Coke,Wednesday
5823,12/7/2016,14:01:10,2778,Cookies,Wednesday
5826,12/7/2016,14:23:46,2780,Bread,Wednesday
5827,12/7/2016,14:23:46,2780,Bread,Wednesday
5828,12/7/2016,14:31:10,2781,Coffee,Wednesday
5829,12/7/2016,14:31:10,2781,Coffee,Wednesday
5830,12/7/2016,14:31:10,2781,Sandwich,Wednesday
5831,12/7/2016,14:45:54,2782,Bread,Wednesday
5832,12/7/2016,14:45:54,2782,Coffee,Wednesday
5834,12/7/2016,14:47:44,2783,Tea,Wednesday
5835,12/7/2016,14:47:44,2783,Coffee,Wednesday
5836,12/7/2016,15:16:54,2785,Tea,Wednesday
5837,12/7/2016,15:16:54,2785,Coffee,Wednesday
5838,12/7/2016,16:00:12,2786,Hot chocolate,Wednesday
5839,12/7/2016,16:25:57,2787,Coffee,Wednesday
5840,12/7/2016,16:25:57,2787,Coffee,Wednesday
5841,12/7/2016,16:25:57,2787,Alfajores,Wednesday
5842,12/7/2016,17:04:56,2788,Fudge,Wednesday
5843,12/7/2016,17:04:56,2788,Jam,Wednesday
5844,12/7/2016,17:04:56,2788,Cake,Wednesday
5845,12/7/2016,17:04:56,2788,Coffee,Wednesday
5846,12/8/2016,8:26:16,2789,Cake,Thursday
5847,12/8/2016,8:46:11,2790,Coffee,Thursday
5848,12/8/2016,8:46:11,2790,Bread,Thursday
5849,12/8/2016,9:03:07,2791,Pastry,Thursday
5850,12/8/2016,9:03:07,2791,Coffee,Thursday
5851,12/8/2016,9:04:24,2792,Coffee,Thursday
5852,12/8/2016,9:04:24,2792,Pastry,Thursday
5853,12/8/2016,9:14:56,2793,Coffee,Thursday
5854,12/8/2016,9:14:56,2793,Pastry,Thursday
5855,12/8/2016,9:18:48,2794,Truffles,Thursday
5856,12/8/2016,9:18:48,2794,Bread,Thursday
5857,12/8/2016,9:26:36,2795,Coffee,Thursday
5858,12/8/2016,9:28:20,2796,Coffee,Thursday
5859,12/8/2016,9:32:00,2797,Coffee,Thursday
5860,12/8/2016,9:32:00,2797,Toast,Thursday
5861,12/8/2016,9:32:00,2797,Vegan mincepie,Thursday
5862,12/8/2016,9:32:00,2797,Mineral water,Thursday
5863,12/8/2016,9:32:00,2797,Coffee,Thursday
5864,12/8/2016,9:33:26,2798,Medialuna,Thursday
5865,12/8/2016,9:33:26,2798,Bread,Thursday
5866,12/8/2016,9:44:53,2799,Coffee,Thursday
5867,12/8/2016,9:44:53,2799,Cake,Thursday
5868,12/8/2016,10:09:16,2800,Coffee,Thursday
5870,12/8/2016,10:09:16,2800,Pastry,Thursday
5871,12/8/2016,10:16:28,2801,Coffee,Thursday
5872,12/8/2016,10:40:06,2802,Coffee,Thursday
5873,12/8/2016,10:53:51,2803,Bread,Thursday
5874,12/8/2016,10:53:51,2803,Cake,Thursday
5875,12/8/2016,10:53:51,2803,Cookies,Thursday
5876,12/8/2016,10:55:18,2804,Coffee,Thursday
5877,12/8/2016,10:55:18,2804,Tea,Thursday
5878,12/8/2016,10:55:18,2804,Bread,Thursday
5879,12/8/2016,10:55:18,2804,Cake,Thursday
5880,12/8/2016,11:02:40,2805,Toast,Thursday
5881,12/8/2016,11:02:40,2805,Juice,Thursday
5882,12/8/2016,11:03:36,2806,Bread,Thursday
5883,12/8/2016,11:04:22,2807,Pastry,Thursday
5884,12/8/2016,11:04:22,2807,Pastry,Thursday
5885,12/8/2016,11:26:03,2808,Coffee,Thursday
5886,12/8/2016,11:27:11,2809,Truffles,Thursday
5887,12/8/2016,11:35:19,2810,Tea,Thursday
5888,12/8/2016,11:36:09,2811,Bread,Thursday
5889,12/8/2016,11:39:06,2812,Farm House,Thursday
5891,12/8/2016,11:51:58,2813,Coffee,Thursday
5892,12/8/2016,11:51:58,2813,Cake,Thursday
5893,12/8/2016,11:53:34,2814,Coffee,Thursday
5894,12/8/2016,11:53:34,2814,Sandwich,Thursday
5896,12/8/2016,12:19:45,2815,Tea,Thursday
5897,12/8/2016,12:45:41,2816,Hearty & Seasonal,Thursday
5898,12/8/2016,12:45:41,2816,Tea,Thursday
5899,12/8/2016,13:03:52,2817,Coffee,Thursday
5901,12/8/2016,13:04:38,2818,Coffee,Thursday
5902,12/8/2016,13:41:08,2819,Tea,Thursday
5904,12/8/2016,13:41:08,2819,Cake,Thursday
5905,12/8/2016,13:42:08,2820,Farm House,Thursday
5906,12/8/2016,13:53:09,2821,Coffee,Thursday
5908,12/8/2016,14:20:51,2822,Coffee,Thursday
5909,12/8/2016,14:34:32,2823,Bread,Thursday
5910,12/8/2016,15:11:16,2824,Coffee,Thursday
5911,12/8/2016,15:11:16,2824,Cake,Thursday
5912,12/8/2016,15:17:44,2825,Cake,Thursday
5913,12/8/2016,15:40:39,2826,Alfajores,Thursday
5914,12/8/2016,15:40:39,2826,Medialuna,Thursday
5915,12/8/2016,15:40:39,2826,Brownie,Thursday
5916,12/8/2016,15:41:22,2827,Bread,Thursday
